part_num	name	class	stock
973pr2326c01	Torso Blue and Lime Parachute Harness Straps and Silver Buckles Print / Dark Azure Arms / Yellow Hands	Minifigs	2
973pr2327c01	Torso White Stripes with Silver Chains and Heart Necklace Print / Yellow Arms / Yellow Hands	Minifigs	7
973pr2328c01	Torso Silver Zipper and Lime Paint Splotches Print / Dark Bluish Gray Arms / Yellow Hands [col10-9]	Minifigs	2
973pr2329c01	Torso Western Indians Blue Feather Pendant and Black Body Paint Print / Yellow Arms with Body Paint / Yellow Hands	Minifigs	2
973pr2330c01	Torso SW Armor Capitan Rex, Dirt Stains Print (Clone Wars) / Blue Arms / Black Hands	Minifigs	8
973pr2331c01	Torso SW Ahsoka Vest Top with Dark Red Belt Print / Orange Arms / Reddish Brown Hands	Minifigs	4
973pr2332c01	Torso SW Armor Clone Trooper with Bright Light Orange Markings Print / Bright Light Orange Arms / Black Hands	Minifigs	6
973pr2333c01	Torso SW Umbaran Soldier Armor Print / White Arms / Dark Bluish Gray Hands	Minifigs	8
973pr2334c01	Torso Coast Guard, Shirt with Pockets and Copper Life Preserver Badge and Belt Print / Light Bluish Gray Arms / Yellow Hands	Minifigs	1
973pr2335c01	Torso Wetsuit with Blue Sign and Lines and Dark Bluish Gray Stripes Front and Silver Zipper Back Print / Black Arms / Yellow Hands	Minifigs	2
973pr2336c01	Torso SW V-Neck Shirt and Dark Brown High Tie Belt Print / Dark Blue Arms / Light Flesh Hands	Minifigs	1
973pr2337c01	Torso Detailed Scout Trooper Armour Print / Black Arms / Black Hands	Minifigs	8
973pr2338c01	Torso SW Red Armor Plates, Holly and White Fur Collar Print / Red Arms / Dark Red Hands	Minifigs	4
973pr2340c01	Torso Jacket and Vest with Star Badge and Dark Red Scarf Print / Black Arms / Light Flesh Hands	Minifigs	2
973pr2341c01	Torso Cavalry Uniform, 7 Buttons, Dark Red Sash and Gold Epaulets Print / Dark Blue Arms / White Hands	Minifigs	1
973pr2342c01	Torso The Lone Ranger Cavalry Uniform, 5 Buttons, Belt Print / Dark Blue Arms / White Hands	Minifigs	5
973pr2343c01	Torso Dress with Black Belt, Ruffles and Lace Shawl Print / Red Arms / Light Flesh Hands	Minifigs	1
973pr2344c01	Torso Bare Chest with Beaded Necklace and Feathers Print / Medium Dark Flesh Arms / Medium Dark Flesh Hands	Minifigs	7
973pr2345c01	Torso Jacket with Vest, Star Badge and Dark Bluish Gray Tie Print / Light Bluish Gray Arms / Light Flesh Hands	Minifigs	2
973pr2346c01	Torso Jacket with Lapels, Dark Blue Vest and Dark Tan Ascot Print / Black Arms / Light Flesh Hands	Minifigs	6
973pr2347c01	Torso Shirt with Indian Beaded Armor, Dark Red Wrap and Blue Necklace Print / Tan Arms / Medium Dark Flesh Hands	Minifigs	7
973pr2348c01	Torso Jacket and Striped Vest with String Tie Print / Dark Bluish Gray Arms / Light Flesh Hands	Minifigs	0
973pr2349c01	Torso Jacket with Pockets, Vest with Buttons and String Tie Print / Dark Bluish Gray Arms / Light Flesh Hands	Minifigs	0
973pr2350c01	Torso Spotted Dress with Buttons, Ruffles and Gold Necklace Print / Dark Red Arms / Light Flesh Hands	Minifigs	6
973pr2351c01	Torso Coast Guard, Jacket with Safety Harness and Flotation Vest Print / Orange Arms / Dark Buish Gray Hands	Minifigs	0
973pr2352c01	Torso White Skunk Fur with Vines Belt and Medallion Print / Black Arms / Black Hands	Minifigs	5
973pr2353c01	Torso Tribal Vest, Dark Red Belt and White Neckerchief Print / Medium Dark Flesh Arms / White Hands	Minifigs	6
973pr2354c01	Torso Gorilla with Leaf Top and Belt, Pink Flowers and Chi Orb Print / Dark Brown Arms / Dark Bluish Gray Hands	Minifigs	6
973pr2355c01	Torso Gorilla with Utility Belt, Feather and Vine Necklace with Chi Orb Print / Dark Bluish Gray Arms / Light Bluish Gray Hands	Minifigs	3
973pr2357c01	Torso Bare Gray Chest, Rope and Vine Belt and Necklace with Blue Round Jewel (Chi) Print / White Arms / Light Bluish Gray Hands	Minifigs	7
973pr2359c01	Torso SW Armor Plates Metallic Silver Print / Sand Blue Arms / Dark Blue Hands	Minifigs	0
973pr2360c01	Torso SW Armor Clone Trooper Commander Black Belt and Four Yellow Stars Print / Yellow Arms / Black Hands	Minifigs	1
973pr2361c01	Torso SW Layered Shirt, Dark Bluish Gray Undershirt, Reddish Brown Belt Print / Tan Arms / Dark Bluish Gray Hands 	Minifigs	4
973pr2363c01	Torso Bare Chest with Beaded Armor, Fur and Gold Minifig Pendant Print / Medium Dark Flesh Arms / Medium Dark Flesh Hands	Minifigs	9
973pr2364c01	Torso SW Jedi Robe, Belt and Tan Undershirt Print (SW Stass Allie) / Dark Tan Arms / Reddish Brown Hands	Minifigs	5
973pr2365c01	Torso SW Robe with Side Closure, Ornate Silver Clasp and Belt Print (Count Dooku) / Black Arms / Light Flesh Hands	Minifigs	7
973pr2367c01	Torso SW Layered Shirt Yoda, Olive Green Neck Print / Tan Arms / Olive Green hands	Minifigs	9
973pr2368c01	Torso Race Suit with Red Belt with Stitching and 'Airborne Spoilers' Print / Red Arms / Dark Bluish Gray Hands	Minifigs	9
973pr2369c01	Torso SW Elaborate Golden Geonosian Armor Print / Dark Tan Arms / Olive Green Hands	Minifigs	5
973pr2370c01	Torso - I 'L Brick' PARIS Print / Green Arms / Yellow Hands	Minifigs	4
973pr2371c01	Torso - I 'L Brick' TOKYO Print / Green Arms / Yellow Hands	Minifigs	8
973pr2372c01	Torso Airplane Pilot, Shirt with Green Tie, Belt, Epaulettes and Logo Pin Print / White Arms / Yellow Hands	Minifigs	8
973pr2373c01	Torso SW Armor Clone Trooper Captain Black Belt and Four Dark Red Stars Print / Dark Red Arms / Black Hands	Minifigs	4
973pr2374c01	Torso Shirt with Muscles, Red and Yellow Superman Logo and Gold Oval Belt Buckle Print / Dark Blue Arms / Light Flesh Hands	Minifigs	5
973pr2375c01	Torso Shirt with Muscles, Zod Silver Chest Emblem and Oval Belt Buckle Print / Black Arms / Dark Bluish Gray Hands	Minifigs	2
973pr2376c01	Torso Olive Green Body Armor with Radio and Pockets Print / Dark Tan Arms / Light Flesh Hands	Minifigs	0
973pr2377c01	Torso Female Shirt with Faora Silver Chest Emblem and Oval Belt Buckle Print / Black Arms / Dark Bluish Gray Hands	Minifigs	9
973pr2378c01	Torso Shirt with Muscles, Tor-An Silver Chest Emblem and Oval Belt Buckle Print / Black Arms / Dark Bluish Gray Hands	Minifigs	6
973pr2379c01	Torso Armor with Gold Plates and Blue Circle (Arc Reactor) Print / Dark Red Arms / Dark Red Hands	Minifigs	5
973pr2380c01	Torso Armor with '002', 'FF446', 'DANGER', and White Rectangle Print / Dark Bluish Gray Arms / Dark Bluish Gray Hands	Minifigs	9
973pr2381c01	Torso Muscle Outlines with Blue Circle (Arc Reactor) Print / Dark Bluish Gray Arms / Light Flesh Hands	Minifigs	6
973pr2382c01	Torso Armor with White Circle and Gold Plates (Mark 42) Print / Dark Red Arms / Pearl Gold Hands	Minifigs	8
973pr2384c01	Torso SW Armor Clone Pilot Detailed Print / White Arms / Black Hands	Minifigs	7
973pr2385c01	Torso SW Female Torn Shirt Print (Padme Amidala) / White Arm Left / Light Flesh Arm Right / Light Flesh Hands	Minifigs	7
973pr2386c01	Minifig Torso - Clown with Aqua Suspenders over Polka-Dot Shirt with Red Buttons - Large Red Bowtie - Dark Purple Arms - White Hands (88585)	Minifigs	1
973pr2387c01	Torso SW Layered Shirt, Dark Tan Undershirt, Reddish Brown Belt and Padawan Braid Print / Reddish Brown Arms / Light Flesh Hands	Minifigs	7
973pr2389c01	Torso Galaxy Squad Mantizoid with Dark Red, Yellowish Green and Black Exoskeleton Print / Olive Green Arms / Dark Red Hands	Minifigs	2
973pr2390c01	Torso Corset with Gold Diamonds, Blue Laces, Gold Belt and Necklace with Red Round Jewel Print / White Arms / Yellow Hands	Minifigs	5
973pr2392c01	Torso with Gold Crown Belt Buckle and Silver Chain Mail and Gorget Print / Blue Arms / Black Hands	Minifigs	4
973pr2394c01	Torso Dragon Knight Scale Mail with Silver Belt Print / Red Arms / Black Hands	Minifigs	9
973pr2395c01	Torso Dragon Knight Scale Mail with Reddish Brown Belt Print / Red Arms / Black Hands	Minifigs	3
973pr2396c01	Torso with Lace-up Shirt, Red Trim and Silver Dragon Head Chain Print / Black Arms / Red Hands	Minifigs	6
973pr2397c01	Torso Weequay Leather Armour Print / Bright Light Blue Arms / Medium Dark Flesh Hands	Minifigs	1
973pr2398c01	Torso - Princess Leia Metal Slave Bikini Print / Light Flesh Arms / Light Flesh Hands	Minifigs	4
973pr2399c01	Torso Shirt with Vertical Pleats and Belt Print / Dark Brown Arms / Tan Hands	Minifigs	8
973pr2401c01	Torso Castle King Robe with Fur Trim and Gold Chain with Crown Print / Medium Blue Arms / Yellow Hands	Minifigs	9
973pr2402c01	Torso SW Armor Plates Tattered Dark Red Print (Super Commando) / Dark Bluish Gray Arms / Light Bluish Gray Hands	Minifigs	6
973pr2403c01	Torso SW Darth Maul Chest with Gray and Silver Collar and Belt Print / Printed Red Arms / Black Hands	Minifigs	2
973pr2405c01	Torso Female Lab Coat with Medium Lavender Shirt and Pen, Buttons and 'PROFESSOR C BODIN' Badge Print / White Arms / Bright Light Blue Hands	Minifigs	4
973pr2406c01	Torso Robot with Silver Rivets, Yellow Gauges, Dark Pink Screen Print / Light Bluish Gray Arms / Dark Pink Hands [Col11-16]	Minifigs	6
973pr2407c01	Torso Robot with Yellow Triangle andRobot Armour Print / Black Arms / Dark Bluish Gray Hands	Minifigs	3
973pr2408c01	Torso Yeti with Bright Light Blue Shaggy Hair Print / White Arms / Bright Light Blue Hands [Col11-8]	Minifigs	1
973pr2409c01	Torso Suit with White Shirt and Black Tie Print / Black Arms / Yellow Hands	Minifigs	8
973pr2410c01	Torso Rounded Collar, 4 Gold Buttons and Brown Belt with Gold Buckle Print / Green Arms / Yellow Hands	Minifigs	4
973pr2411c01	Torso Police Jacket with '1337' on Collar, Silver 'JCF' Badge, 4 Buttons and Belt Print / Black Arms / Yellow Hands	Minifigs	6
973pr2412c01	Torso Female Laced Corset with White Blouse and Gold Necklace Print / White Arms / Yellow Hands	Minifigs	1
973pr2413c01	Torso Blouse with 'Tara' Name Tag and Heart Necklace Print / Yellow Arms / Yellow Hands	Minifigs	7
973pr2414c01	Torso with Scarecrow Chest and Arm Print / Dark Tan Arms / Tan Hands	Minifigs	4
973pr2415c01	Torso Bare Chest with Muscles Outline, Scar, Copper Belt and Shoulder Strap Print / Yellow Arms with Wristbands / Yellow Hands	Minifigs	3
973pr2416c01	Torso Shirt with Dark Blue Overalls, Burn Holes and Copper Buckles Print / Light Bluish Gray Arms / Dark Bluish Gray Hands	Minifigs	3
973pr2417c01	Torso Zipper Jacket with Ropes, Blue Carabiners and EMT Star of Life Print / Black Arms / Yellow Hands	Minifigs	6
973pr2418c01	Torso with Cat Sweater and Necklace Print / Lavender Arms / Yellow Hands	Minifigs	7
973pr2419c01	Torso - Bare Chest with Muscles Outline, Blue Body Paint, Bone Necklace and Red Belt Print / Yellow Arms / Yellow Hands	Minifigs	8
973pr2420c01	Torso White Icing and Buttons Print / Medium Dark Flesh Arms with White Icing Stripe / Medium Dark Flesh Hands	Minifigs	9
973pr2423c01	Torso SW Armor Black Belt and Dark Red Markings Print / Trans-Light Blue Arm with Lightning Bolts Left / White Arm Right / Light Bluish Gray Hands	Minifigs	4
973pr2425c01	Torso Robe with Silver Clasp Print / Dark Bluish Gray Arms / Black Hands	Minifigs	2
973pr2426c01	Torso Robe with Brown Belt and Silver Clasp Print / White Arms / Light Flesh Hands	Minifigs	3
973pr2427c01	Torso Waistcoat with Silver Stars and Tree of Gondor Print / Dark Bluish Gray Arms / Light Flesh Hands	Minifigs	6
973pr2428c01	Torso Elven Coat with Gold Scrollwork Print / Dark Red Arms / Light Flesh Hands	Minifigs	2
973pr2429c01	Torso Dress with Gray Printed Collar and Pink Sash Print / Sand Blue Arms / Light Flesh Hands	Minifigs	0
973pr2430c01	Torso Robe with Ornate Silver Fabric and Gold Clasps Print [Saruman] / White Arms / Light Flesh Hands	Minifigs	5
973pr2431c01	Torso Female Waistcoat with Buttons and White Shirt Print / White Arms / Light Flesh Hands	Minifigs	8
973pr2432c01	Torso Vest with Checkered Bandana and Ammunition Belt Print / Light Flesh Arms / Light Flesh Hands	Minifigs	3
973pr2433c01	Torso Female Lab Coat with 2 Pockets, Buttons and Gold Necklace Print / White Arms / Light Flesh Hands	Minifigs	6
973pr2434c01	Torso Asian Robe with Gold Stitchery and Round Silver Pendant Print / Dark Green Arms / Light Flesh Hands	Minifigs	1
973pr2435c01	Torso Muscle Outlines with Zipper and Protruding Veins Print / Dark Bluish Gray Arms / Black Hands	Minifigs	0
973pr2436c01	Torso Jacket and Striped Shirt with Dark Tan Bandana Print / Dark Bluish Gray Arms / Black Hands	Minifigs	8
973pr2437c01	Torso Jacket Tattered with Light Bluish Gray Shirt with Buttons Print / Dark Bluish Gray Arms / Light Flesh Hands	Minifigs	9
973pr2438c01	Torso Shirt and Sand Blue Vest Tattered with 4 Buttons Print / Light Bluish Gray Arms / Light Flesh Hands	Minifigs	0
973pr2439c01	Torso Jacket with Dark Bluish Gray Vest and Dark Tan Ascot Print / Dark Brown Arms / Light Flesh Hands	Minifigs	4
973pr2440c01	Torso Jacket with 2 Buttons, Dark Blue Shirt and Belt Print / Tan Arms / Light Flesh Hands	Minifigs	7
973pr2441c01	Torso Shirt with Buttons and Brown Western Style Vest Print / Tan Arms / Light Flesh Hands	Minifigs	2
973pr2442c01	Torso Jacket and Vest with Dirt Patches, Star Badge and Dark Red Scarf Print / Black Arms / Light Flesh Hands	Minifigs	7
973pr2443c01	Torso LotR Armor with Gold and Light Green Scales Print / Yellowish Green Arms / Reddish Brown Hands	Minifigs	3
973pr2444c01	Torso LotR Armor with Light Green and Dark Red Straps and Belt Print / Yellowish Green Arms / Dark Bluish Gray Hands 	Minifigs	2
973pr2445c01	Torso LotR Robe with Light Green Straps and Gold Belt Print / Yellowish Green Arms / Dark Bluish Gray Hands	Minifigs	8
973pr2446c01	Torso LotR Large Reddish Brown Strap and Belt with Copper Trinkets Print / Dark Bluish Gray Arms / Black Hands	Minifigs	2
973pr2447c01	Torso SW Vest with Dark Tan Stripes and Reddish Brown Shoulder Strap Print / Dark Orange Arms / Reddish Brown Hands 	Minifigs	1
973pr2448c01	Torso SW Armor Special Forces Clone Trooper Print / Blue Arms / Black Hands	Minifigs	6
973pr2449c01	Torso SW Armor with White and Reddish Brown Belt and Dark Green Markings Print / Dark Brown Arms / Dark Bluish Gray Hands	Minifigs	3
973pr2450c01	Torso SW Vest with Overlapping Panels and Metallic Silver Badge Print / Olive Green Arms / Dark Bluish Gray Hands 	Minifigs	8
973pr2452c01	Torso SW Vest with Two Small Buttons, Dark Brown Shoulder Strap and Double Belt Print / Light Bluish Gray Arms / Dark Bluish Gray Hands	Minifigs	5
973pr2453c01	Torso SW Jedi Robe, Female with Gold Markings Print / White Arms / Light Bluish Gray Hands	Minifigs	7
973pr2454c01	Torso SW Armor Sith Warrior Print / Dark Bluish Gray Arms / Light Bluish Gray Hands	Minifigs	9
973pr2455c01	Torso SW Armor and Robe Jedi Knight Print / Olive Green Arms / Reddish Brown Hands	Minifigs	3
973pr2456c01	Torso Bare Chest with Beaded Necklace and Feathers and Dirt Patches Print / Medium Dark Flesh Arms / Medium Dark Flesh Hands	Minifigs	5
973pr2460c01	Torso SW Jedi Robe, Black Belt with Silver Accessories and Dark Bluish Gray Accent Print / Black Arms / Light Flesh Hand Left / Black Hand Right	Minifigs	4
973pr2461c01	Torso SW Female Dark Tan Robe with Light Tan Tie and Dark Bluish Gray Stitching (both sides) Print (Leia) / White Arms / Light Flesh Hands	Minifigs	0
973pr2462c01	Torso LotR Ruffled Shirt with Fur Collar and Gold Medallion Print [Wormtongue] / Black Arms / Tan Hands	Minifigs	0
973pr2463c01	Torso Down Vest with Plaid Shirt and Blue Denim Jacket Print (Marty McFly) / Blue Arms / Light Flesh Hands	Minifigs	0
973pr2464c01	Torso Devo Suit with Stopwatch and Notebook Front and Radiation Symbol Back Print (Doc Brown) / White Arms / Light Flesh Hands	Minifigs	0
973pr2465c01	Torso Plain / Dark Tan Arms / Medium Dark Flesh Hands	Minifigs	5
973pr2470c01	Torso Black Armor with Silver Circles and Blue Round Jewel Print / Light Bluish Gray Arms / Light Bluish Gray Hands	Minifigs	9
973pr2472c01	Torso Ninja Robe with Gold Buckles and Earth Power Emblem Print / Black Arms / Black Hands	Minifigs	5
973pr2473c01	Torso with Nindroid Components and Ice Logo Print / Flat Silver Arm Left / White Arm Right / Black Hands	Minifigs	9
973pr2474c01	Torso Ninjago Robe with Silver Buckles and Lightning Power Emblem Print / Blue Arms / Black Hands	Minifigs	9
973pr2475c01	Torso - Lloyd Ninjago Robe with Dark Green Trim Print / Dark Green Arms / Black Hands	Minifigs	2
973pr2476c01	Torso Ninjago Robe with Dark Red Sash and Fire Power Emblem Print / Red Arms / Black Hands	Minifigs	1
973pr2477c03	Torso Chima Silver Armor with Straps and Blue Round Jewel (Chi) Print / Tan Arms / White Hands	Minifigs	5
973pr2478c02	Torso Chima Silver Armor with Straps and Blue Round Jewel (Chi) Print / Olive Green Arms / Dark Green Hands 	Minifigs	8
973pr2480c01	Torso Chima Silver Armor with Straps and Blue Round Jewel (Chi) Print / Black Arms / Dark Bluish Gray Hands	Minifigs	0
973pr2481c01	Torso Chima Silver Armor, Muscles, Bone Necklace, Red Winged Skull Emblem and Blue Round Jewel (Chi) Print / Black Arms / Black Hands	Minifigs	7
973pr2482c01	Torso Chima Dark Blue Scarf, Gold Chains, Dark Blue Belt and Blue Round Jewel (Chi) Print / Reddish Brown Arms / White Hands 	Minifigs	0
973pr2484c01	Torso SW Armor Camouflage Print (Commander Gree) / Dark Green Arms / Black Hands	Minifigs	7
973pr2488c01	Torso Batman Coat with Brown Fur Trim, White Shirt and Black Tie Print / Black Arms / White Hands	Minifigs	5
973pr2490c01	Torso Red Nightwing Symbol and Muscles Outline Print / Black Arms / Black Hands	Minifigs	0
973pr2492c01	Torso Batman Yellow Lightning Bolt on Chest, Muscles Outline and Yellow Belt Print / Red Arms / Red Hands	Minifigs	8
973pr2493c01	Torso Batman Logo in Medium Blue Oval with Body Armor and Dark Bluish Gray Belt Print / Dark Blue Arms / Black Hands 	Minifigs	0
973pr2499c01	Batman Zipper Jacket with Question Marks and Dark Purple Scarf Print / Dark Green Arm Left / Green Arm Right / Dark Purple Hands	Minifigs	0
973pr2500c01	Torso Jacket with Pockets over Dark Red V-Neck Sweater Print / Blue Arms / Yellow Hands	Minifigs	5
973pr2501c01	Torso Police Shirt, Gold Badge, Gold Buckle and Black Belt with Pouches Print / Blue Arms / Yellow Hands	Minifigs	0
973pr2502c01	Torso Town Prisoner Number 86753, Dark Bluish Gray Stripes, Buttons, Hairy Chest Print / White Arms / Yellow Hands	Minifigs	5
973pr2503c01	Torso Leather Jacket, Convict Striped Shirt and Dark Tan Belt Print / Black Arms / Black Hands 	Minifigs	3
973pr2504c01	Minifig Torso with Dual-sided Police Jacket and Gold Police Badge Print / Dark Blue Arms / Dark Bluish Gray Hands	Minifigs	8
973pr2505c01	Torso with Gundabad Orc Armour Print / Medium Dark Flesh Arms / Reddish Brown Hands	Minifigs	4
973pr2506c01	Torso with Elven Leaf Mail Armour Print / Dark Green Arms / Light Flesh Hands	Minifigs	8
973pr2507c01	Torso Robe with Dark Brown Laces and Rope Belt Print / Dark Blue Arms / Light Flesh Hands	Minifigs	0
973pr2508c01	Torso LotR Coat with Tan Fur Trim and 2 Shirts Print / Dark Brown Arms / Light Flesh Hands	Minifigs	5
973pr2509c01	Torso LotR Vest with Woven Tan and Dark Tan Fabric and Dark Brown Laces Print / Flesh Arms / Flesh Hands	Minifigs	4
973pr2510c01	Torso Weathered Stone Robe Print / Dark Bluish Gray Arms and Hands	Minifigs	5
973pr2511c01	Torso with Intricate Elven Armour [Thranduil] Print / Olive Green Arms / Light Flesh Hands	Minifigs	7
973pr2512c01	Torso Wizard's Robe with Dark Red Trim Print / Dark Brown Arms / Light Flesh Hands	Minifigs	0
973pr2518c01	Torso Female Open Herringbone Jacket, Red Bow Tie Scarf, Black Belt Print, Bright Light Orange Arms and Light Bluish Gray Hands 	Minifigs	3
973pr2519c01	Torso Vest with Gold Trim, Buttons and Floral Motif Print, Dark Red Arms and Yellow Hands 	Minifigs	0
973pr2521c01	Torso Female Open Safety Vest with Reflective Stripes over Olive Green Shirt Print, Yellow Arms and Yellow Hands 	Minifigs	9
973pr2522c01	Torso - Hawaiian Shirt with Orange and Red Flowers and Green Leaves Print, Blue Arms and Yellow Hands	Minifigs	4
973pr2524c01	Torso Leather Shirt with Reddish Brown Overalls and Feathers and Tail Print, Medium Dark Flesh Arms and Light Bluish Gray Hands 	Minifigs	1
973pr2526c01	Torso Female Laced Corset with Red Frills, Pendant Print, Flat Silver Arms and Light Bluish Gray Hands 	Minifigs	9
973pr2531c01	Torso Chima Black Scaled Armor with Gold Edges, Lime Diamonds and Blue Round Jewel (Chi) Print / Pearl Gold Arms / Black Hands	Minifigs	6
973pr2532c01	Torso Chima Silver Armor, Muscles and Blue Round Jewel (Chi) Print / Pearl Dark Gray Arms / Black Hands	Minifigs	0
973pr2533c01	Torso Chima Silver Armor, Lime Diamonds and Blue Round Jewel (Chi) Print / Flat Silver Arms / Black Hands	Minifigs	0
973pr2536c01	Torso Chima Gray Armor, Silver Buckles, Bat Pendant and Blue Round Jewel (Chi) Print / Sand Blue Arms / Dark Blue Hands	Minifigs	2
973pr2537c01	Torso Chima Bare Chest with Spiderweb and Blue Round Jewel (Chi) Print / Reddish Brown Arms / Lime Hands	Minifigs	8
973pr2538c01	Torso Safety Vest with Reflective Crossed Stripes over Blue Shirt Print / Blue Arms / Yellow Hands	Minifigs	5
973pr2539c01	Torso Western Sheriff Star Badge, Vest, Red Ascot Print / Black Arms / Light Bluish Gray Hands	Minifigs	3
973pr2540c01	Torso Western Vest with Star Badge and Blue Bandana Print / Tan Arms / Light Bluish Gray Hands	Minifigs	2
973pr2542c01	Torso Jacket Buttoned with Gold Badge on Collar, White Shirt and Black Tie Print / Black Arms / Light Bluish Gray Hands	Minifigs	8
973pr2543c01	Torso Female Shirt with Ice Cream Cone, 'JO' Name Tag and Pink Apron with White Stripes Print / Dark Azure Arms / Yellow Hands	Minifigs	5
973pr2544c01	Torso Police 3 Zippers, Minifig Head Badge, Radio and Belt Print (Print on Front and Back) / Black Arms / Dark Bluish Gray Hands	Minifigs	7
973pr2545c01	Torso Pink Apron with White Stripes with Ice Cream Cone and 'MIKE' Name Tag Print / Dark Azure Arms / Yellow Hands	Minifigs	3
973pr2546c01	Torso Female Top with Pink Belt and Music Player Print / Yellow Arms / Yellow Hands	Minifigs	3
973pr2553c01	Torso Construction Jacket Open, Safety Stripe, Medium Blue Shirt, Hairy Chest, Brown Belt with Pouches Print / Medium Blue Arms / Yellow Hands	Minifigs	2
973pr2554c01	Minifig Torso Police 3 Zippers, Minifig Head Badge, Radio and Belt with Pockets Print / Dark Blue Arms / Light Bluish Gray Hands	Minifigs	5
973pr2555c01	Torso Suit Jacket Buttoned with Red Tie Print / Dark Bluish Gray Arms / Yellow Hands	Minifigs	3
973pr2556c01	Torso Robe with Tie Dyed Shirt Print / White Arms / Medium Dark Flesh Hands	Minifigs	7
973pr2557c01	Torso Police Female Shirt with Gold Badge, Pocket and Black Tie Print / Medium Blue Arms / Yellow Hands	Minifigs	1
973pr2558c01	Torso Police Shirt with Gold Badge, 2 Pockets and Black Tie Print / Medium Blue Arms / Yellow Hands	Minifigs	3
973pr2568c01	Torso Muscles with Red Tank Top and Belt Print / Yellow Arms / Yellow Hands	Minifigs	0
973pr2570c01	Torso Chima Bare Chest with Spiderweb, Dark Tan Spider and Blue Round Jewel (Chi) Print / Dark Brown Arms / Lime Hands 	Minifigs	6
973pr2571c01	Torso Chima Female Outline with Black Armor, Dark Purple Top and Blue Round Jewel (Chi) Print / Light Bluish Gray Arms / Light Bluish Gray Hands	Minifigs	8
973pr2572c01	Torso Chima Gold Chain and Large Spider Pendant with Blue Round Jewel Print / Black Arms / Lime Hands	Minifigs	4
973pr2573c01	Minifig Torso Laketown Guard Uniform / Flat Silver Arms / Light Flesh Hands	Minifigs	2
973pr2574c01	Torso Ninjago Robe with Green Sash, Asian Characters and Gold Snake Emblem Print / White Arms / Yellow Hands	Minifigs	8
973pr2575c01	Torso Nindroid - Cyrus Borg Armour Print / Black Left Arm / Yellow Left Hand / Flat Silver Right Arm / Black Right Hand	Minifigs	1
973pr2576c01	Torso Ninjago Robe with Three Black Clasps, Mechanical Components and Silver Saw Blade Emblem Print / Black Arms / Black Hands 	Minifigs	6
973pr2577c01	Torso Ninjago Robe with Silver Sash and Ice Power Emblem Print / White Arms / Black Hands	Minifigs	3
973pr2578c01	Torso with Nindroid Robe and Armour Print / Flat Silver Arm Left / Black Arm Right / Black Hands	Minifigs	3
973pr2579c01	Torso Nindroid Armour with Red and Dark Purple Trim Print / Black Arms / Black Hands	Minifigs	0
973pr2581c01	Torso Red Jacket, Dark Pink Cravat, Gold Rosette / Red Arms / Yellow Hands	Minifigs	0
973pr2583c01	Torso with Purple Robe and Circuitry Print / White Arm Left / Dark Purple Arm Right / White Hands	Minifigs	5
973pr2584c01	Torso Nindroid Armour with Purple and Red Lapel Print / Flat Silver & Black Arms / Black Hands	Minifigs	0
973pr2585c01	Torso White Shirt with Tie and ID Badge / White Arms with Yellow Half Print / Yellow Hands	Minifigs	6
973pr2590c01	Minifig Torso Female Outline, Zipper, Purple and Blue Markings Print / Black Arm Left / Black Arm with Purple and Blue Markings Right / Black Hands	Minifigs	8
973pr2591c01	Torso Robe with Large Red Bow, Gold Trim, Olive Green Undershirt and Ornate Gold Belt Buckle Print / Dark Red Arms / Light Flesh Hands	Minifigs	7
973pr2592c01	Torso LotR Bare Chest with Dark Brown Markings and Belt Straps Print / Reddish Brown Hand Right / Pearl Dark Gray Claw Left	Minifigs	5
973pr2594c01	Torso Camouflage Elite Corps Trooper Body Armour Print / Olive Green Arms / Black Hands	Minifigs	7
973pr2595c01	Torso Ghostly Muscles [Necromancer] Print / Black Arms / Black Hands	Minifigs	3
973pr2596c01	Torso Clone Pilot Flight Suit with Rebreather Print / Light Bluish Gray Arms / White Hands	Minifigs	3
973pr2604c01	Torso Simpsons Shirt with Black Belly Bump and Collar Outline Print / Yellow Arms with White Short Sleeves / Yellow Hands	Minifigs	9
973pr2605c01	Torso Simpsons Dress with Red Necklace Print / Yellow Arms / Yellow Hands	Minifigs	5
973pr2606c01	Torso Simpsons Plain with Slingshot Print / Yellow Arms with Red Short Sleeves Print / Yellow Hands	Minifigs	2
973pr2608c01	Torso Simpsons Shirt with String (Bolo) Tie Print / Light Flesh Arms / Yellow Hands	Minifigs	7
973pr2609c01	Torso Simpsons Crew Neck Sweater with Bright Pink Collar Print / Bright Green Arms / Yellow Hands	Minifigs	1
973pr2610c01	Torso Simpsons Jacket, White Shirt and Black Necktie Print / Dark Green Arms / Yellow Hands	Minifigs	7
973pr2611c01	Torso Simpsons Shirt with Black Collar Outline and Blue Bow Tie Print / Yellow Arms with Bright Pink Short Sleeves / White Hands	Minifigs	9
973pr2612c01	Torso Simpsons Open Jacket with Gray Belly Print / Medium Blue Arms with Orange Short Sleeves Print / White Hands	Minifigs	3
973pr2613c01	Torso Simpsons Light Bluish Gray Belly Print / Dark Bluish Gray Arms / White Hands	Minifigs	6
973pr2614c01	Torso Simpsons Vest with Orange Trim, Black Shirt, Tan Pants and Chest Hair Print / Green Arms / Medium Dark Flesh Hands	Minifigs	1
